"Restaurant.Name","BBL","Building.Number","Street","Borough","Postcode","Latitude","Longitude","Business.Address","Approved.for.Sidewalk.Seating","Approved.for.Roadway.Seating","Qualify.Alcohol","Time.of.Submission","GRADE","GRADE.DATE","CUISINE.DESCRIPTION","Time"
"Philï¿½s",3033850006,"695","Knickerbocker Ave","Brooklyn",11221,40.694522,-73.910798,"695  Knickerbocker Ave, Brooklyn, NY","yes","no","yes","06/20/2020 02:21:00 PM","A",2019-04-06,"American","06/20/2020"
"CRAVE Astoria",4006300048,"28-55","36th street","Queens",11103,40.76631,-73.91633,"28-55 36th street, Queens, NY","yes","yes","yes","06/19/2020 04:36:00 PM","A",2019-08-08,"Greek","06/19/2020"
"Taj Mahal Lounge Corp",4006840135,"25-27","Steinway Street","Queens",11103,40.767566,-73.911993,"25-27  Steinway Street, Queens, NY","yes","yes","no","06/22/2020 01:25:00 PM","A",2019-02-11,"Middle Eastern","06/22/2020"
"La Nonna Ristorante & Bar",3023487501,"184","Kent Ave","Brooklyn",11249,40.718491,-73.963698,"184 Kent Ave , Brooklyn, NY","yes","no","yes","06/19/2020 02:50:00 PM","N",2020-06-19,"Café/Coffee/Tea","06/19/2020"
"Gourmet Fit Kitchen",3058630002,"6819","3rd Ave","Brooklyn",11220,40.636263,-74.025819,"6819  3rd Ave, Brooklyn, NY","yes","no","yes","06/19/2020 11:09:00 AM","A",2020-03-10,"American","06/19/2020"
"Artuso Pastry Shop",2030890031,"670","East 187th Street","Bronx",10458,40.854317,-73.885041,"670  East 187th Street, Bronx, NY","yes","no","no","06/19/2020 12:19:00 PM","A",2019-03-08,"Italian","06/19/2020"
"Yafa Cafe",3007380004,"4415","4th Avenue","Brooklyn",11220,40.649679,-74.009226,"4415  4th Avenue, Brooklyn, NY","no","yes","no","07/15/2020 10:32:00 AM","A",2020-03-12,"Middle Eastern","07/15/2020"
"Via Trenta",4006300041,"3619","30th Avenue","Queens",11103,40.764924,-73.917162,"3619 30th Avenue , Queens, NY","yes","yes","yes","06/19/2020 05:24:00 PM","A",2019-07-16,"Italian","06/19/2020"
"Porteï¿½as",3027610037,"557","Lorimer Street","Brooklyn",11211,40.713619,-73.949308,"557 Lorimer Street, Brooklyn, NY","yes","yes","no","06/23/2020 07:00:00 AM","A",2019-05-09,"Café/Coffee/Tea","06/23/2020"
"Swiingz Restaurant",3018640027,"1542","Fulton Street","Brooklyn",11216,40.67982,-73.939224,"1542 Fulton Street, Brooklyn, NY","yes","yes","no","07/16/2020 10:02:00 PM","A",2020-01-22,"Caribbean","07/16/2020"
"Gotta Getta Bagel of Queens of NYC",4032390023,"107-09","71st Ave","Queens",11375,40.720401,-73.844651,"107-09 71st Ave , Queens, NY","yes","no","no","06/23/2020 12:07:00 AM","A",2019-05-15,"Bagels/Pretzels","06/23/2020"
"BANI RESTAURANT LLC",2037090040,"1430","WATSON AVENUE","Bronx",10472,40.825462,-73.882735,"1430  WATSON AVENUE, Bronx, NY","yes","no","yes","06/27/2020 11:53:00 AM","A",2018-03-09,"Spanish","06/27/2020"
"AMELIE",1005510023,"22","WEST 8TH STREET","Manhattan",10011,40.732637,-73.997276,"22  WEST 8TH STREET, Manhattan, NY","yes","yes","yes","06/19/2020 11:41:00 AM","A",2020-02-24,"Chinese","06/19/2020"
"101 cafe restaurant",4090750057,"98-05","101 ave","Queens",11416,40.685071,-73.843201,"98-05  101 ave , Queens, NY","yes","yes","no","06/19/2020 10:55:00 AM","A",2019-03-04,"American","06/19/2020"
"Aleli",3059680043,"7804","3rd Ave","Brooklyn",11209,40.629167,-74.028742,"7804 3rd Ave, Brooklyn, NY","yes","no","no","06/25/2020 04:14:00 PM","N",2020-06-25,"Mexican","06/25/2020"
"THE BEAST NEXT DOOR",4004310008,"4251","27TH STREET","Queens",11366,40.748923,-73.94098,"4251  27TH STREET, Queens, NY","yes","yes","yes","06/19/2020 04:23:00 PM","A",2020-02-01,"American","06/19/2020"
"bamboosushi",1014630047,"1280","1st Avenue","Manhattan",10065,40.765685,-73.957535,"1280 1st Avenue , Manhattan, NY","yes","no","no","06/27/2020 01:29:00 PM","A",2019-07-12,"Japanese","06/27/2020"
"Delici Corp",1000797503,"71","Nassau Street","Manhattan",10038,40.709639,-74.008325,"71 Nassau Street , Manhattan, NY","yes","yes","no","06/23/2020 09:11:00 AM","A",2019-07-22,"American","06/23/2020"
"Grandstand Bar & Restaurant",4024740072,"85-35","Grand Avenue","Queens",11373,40.735655,-73.880996,"85-35 Grand Avenue, Queens, NY","yes","no","yes","06/24/2020 12:23:00 PM","A",2019-05-06,"Irish","06/24/2020"
"King Souvlaki",3001970028,"84-02","3rd Avenue","Brooklyn",11209,40.683897,-73.98168,"84-02 3rd Avenue, Brooklyn, NY","yes","yes","yes","06/20/2020 07:57:00 PM","A",2020-01-25,"Greek","06/20/2020"
"PHO SHOP",1015680001,"1716","1st Avenue","Manhattan",10128,40.77871,-73.948024,"1716 1st Avenue, Manhattan, NY","yes","yes","yes","06/23/2020 07:07:00 PM","Z",2020-03-04,"Bagels/Pretzels","06/23/2020"
"Giano Restaurant",1004340026,"126","East 7th street","Manhattan",10009,40.726249,-73.984024,"126 East 7th street, Manhattan, NY","yes","yes","yes","06/19/2020 04:53:00 PM","A",2019-05-14,"Italian","06/19/2020"
"Casa Nomad",1008310019,"1204","Broadway","Manhattan",10001,40.746264,-73.988538,"1204  Broadway, Manhattan, NY","yes","no","yes","06/20/2020 02:53:00 PM","A",2019-11-06,"American","06/20/2020"
"Rosaï¿½s pizza",3023690012,"374","Metropolitan avenue","Brooklyn",11211,40.714074,-73.955617,"374 Metropolitan avenue, Brooklyn, NY","no","yes","no","07/23/2020 06:33:00 PM","A",2020-01-16,"Pizza","07/23/2020"
"Austin Ale House",4033370081,"82-70","Austin Street","Queens",11415,40.709637,-73.830025,"82-70 Austin Street , Queens, NY","yes","no","yes","06/20/2020 11:01:00 AM","A",2019-09-19,"American","06/20/2020"
"AJO Y OREGANO RESTAURANT INC",2039370125,"1556","WHITE PLAINS ROAD","Bronx",10462,40.839415,-73.863817,"1556 WHITE PLAINS ROAD, Bronx, NY","yes","yes","no","06/25/2020 08:28:00 AM","Z",2020-01-07,"Spanish","06/25/2020"
"Dokdoya",4052810001,"161-29","Crocheron Avenue","Queens",11358,40.762567,-73.804303,"161-29  Crocheron Avenue, Queens, NY","yes","no","yes","06/26/2020 04:44:00 PM","A",2019-11-09,"Korean","06/26/2020"
"Cammyï¿½s Cafe",1016360132,"181","East 108 St","Manhattan",10029,40.793132,-73.944307,"181 East 108 St, Manhattan, NY","yes","no","no","07/17/2020 11:13:00 AM","A",2019-11-14,"Café/Coffee/Tea","07/17/2020"
"King Solomon Restaurant",3067490073,"1787","Coney Island ave","Brooklyn",11230,40.613827,-73.963089,"1787 Coney Island ave, Brooklyn, NY","no","yes","no","07/01/2020 01:01:00 PM","A",2019-03-14,"Jewish/Kosher","07/01/2020"
"Hops Hill",3020120027,"886","Fulton Street","Brooklyn",11238,40.68321,-73.965639,"886 Fulton Street, Brooklyn, NY","yes","no","yes","06/19/2020 02:15:00 PM","A",2019-08-29,"Sandwiches","06/19/2020"
"Mansion Grand Cafe",5052010033,"141","Mansion Ave","Staten Island",10308,40.544646,-74.140533,"141 Mansion Ave, Staten Island, NY","yes","yes","yes","06/22/2020 06:45:00 AM","A",2020-01-02,"American","06/22/2020"
"JG Melon",1012310029,"480","Amsterdam Avenue","Manhattan",10024,40.785834,-73.97638,"480 Amsterdam Avenue, Manhattan, NY","yes","yes","yes","06/26/2020 09:06:00 AM","A",2019-09-11,"Café/Coffee/Tea","06/26/2020"
"El Vicentino Restaurant 2",4041640039,"21-20","College Point Boulevard","Queens",11356,40.780293,-73.846028,"21-20 College Point Boulevard, Queens, NY","yes","yes","no","07/04/2020 11:36:00 AM","A",2019-12-06,"Spanish","07/04/2020"
"Eleni's Restaurant",1008750040,"226","3rd Avenue","Manhattan",10003,40.736515,-73.984848,"226 3rd Avenue, Manhattan, NY","yes","yes","yes","06/19/2020 01:31:00 PM","A",2019-06-27,"Italian","06/19/2020"
"St. Gambrinus Beer Shoppe",3001800056,"533","Atlantic Avenue","Brooklyn",11271,40.685,-73.979848,"533 Atlantic Avenue, Brooklyn, NY","yes","no","yes","06/19/2020 03:02:00 PM","A",2019-11-06,"American","06/19/2020"
"La Compagnie des Vins Surnaturels",1004720004,"249","Centre Street","Manhattan",10013,40.720396,-73.99803,"249 Centre Street, Manhattan, NY","yes","no","yes","06/19/2020 12:21:00 PM","A",2019-04-04,"Mediterranean","06/19/2020"
"VAGO",1009140004,"495","3RD AVE","Manhattan",10016,40.74533,-73.978397,"495 3RD AVE, Manhattan, NY","yes","no","yes","06/20/2020 03:51:00 PM","A",2019-11-20,"Italian","06/20/2020"
"CALI TAJADAS",3058620066,"241","BAY RIDGE AVE","Brooklyn",11220,40.636133,-74.027282,"241  BAY RIDGE AVE, Brooklyn, NY","yes","no","no","06/25/2020 01:18:00 PM","A",2019-09-27,"Spanish","06/25/2020"
"Angela's Pizza",3041340155,"3435","fulton street","Brooklyn",11208,40.684587,-73.868929,"3435 fulton street , Brooklyn, NY","yes","yes","no","07/09/2020 01:03:00 PM","A",2020-02-20,"Pizza","07/09/2020"
"Klassique Bar & Grill",2049180001,"3813","Boston Road","Bronx",10466,40.881469,-73.838225,"3813  Boston Road, Bronx, NY","yes","yes","yes","06/20/2020 01:17:00 AM","C",2019-10-10,"Caribbean","06/20/2020"
"RICO POLLO III",3007480001,"4523","5TH AVENUE","Brooklyn",11220,40.64773,-74.007575,"4523 5TH AVENUE, Brooklyn, NY","yes","yes","no","06/21/2020 09:38:00 PM","A",2020-02-19,"Spanish","06/21/2020"
"little cupcake bakeshop",3060850037,"9102","3rd avenue","Brooklyn",11209,40.619899,-74.032527,"9102  3rd avenue, Brooklyn, NY","yes","no","no","07/18/2020 09:31:00 AM","A",2020-01-30,"Bakery","07/18/2020"
"Goodfellas Pizza",5033790096,"1718","Hylan Blvd","Staten Island",10305,40.586968,-74.09169,"1718 Hylan Blvd, Staten Island, NY","yes","no","yes","06/19/2020 07:17:00 PM","A",2019-06-11,"Italian","06/19/2020"
"Shelter Pizza",3023250018,"80","North 7th Street","Brooklyn",11249,40.719769,-73.960848,"80 North 7th Street, Brooklyn, NY","yes","yes","yes","06/25/2020 12:10:00 PM","A",2020-02-05,"Mexican","06/25/2020"
"Ladybird",1004350045,"111","East 7th Street","Manhattan",10009,40.726576,-73.98476,"111 East 7th Street, Manhattan, NY","yes","no","yes","06/19/2020 01:41:00 PM","A",2019-07-23,"Vegetarian","06/19/2020"
"Metsuyan Blue",4066210002,"7208","Main Street","Queens",11367,40.726398,-73.821691,"7208 Main Street, Queens, NY","yes","yes","no","07/21/2020 12:11:00 PM","A",2020-03-10,"Jewish/Kosher","07/21/2020"
"Brandy Library",1001907505,"25","N Moore Street","Manhattan",10013,40.719847,-74.007403,"25 N Moore Street, Manhattan, NY","yes","yes","yes","06/24/2020 11:56:00 PM","A",2020-02-05,"French","06/24/2020"
"Mama Raos pizzeria &restaurant",3057440049,"6408","11th ave","Brooklyn",11219,40.629126,-74.005436,"6408 11th ave , Brooklyn, NY","yes","yes","yes","06/19/2020 11:24:00 AM","A",2019-05-23,"Italian","06/19/2020"
"McDonaldï¿½s",1005430010,"136","W3 st","Manhattan",10012,40.730837,-74.000967,"136 W3 st , Manhattan, NY","yes","no","no","07/22/2020 02:27:00 PM","A",2019-08-02,"American","07/22/2020"
"Tea Cup Cafe",4014960037,"76-23","Woodside Ave.","Queens",11373,40.743455,-73.8886,"76-23 Woodside Ave., Queens, NY","no","no","no","08/06/2020 05:59:00 AM","B",2019-10-31,"Café/Coffee/Tea","08/06/2020"
"Maggies Place",1012830015,"21","East 47th st","Manhattan",10017,40.756166,-73.977387,"21 East 47th st, Manhattan, NY","yes","yes","yes","06/22/2020 02:26:00 PM","A",2019-06-12,"American","06/22/2020"
"billys sports bar",2024830034,"58","east 161st street","Bronx",10451,40.827661,-73.925463,"58 east 161st street , Bronx, NY","yes","yes","yes","07/16/2020 01:06:00 PM","A",2019-11-20,"American","07/16/2020"
"Mario's Diner Inc",4007350005,"4911","Northern Blvd.","Queens",11101,40.75344,-73.913325,"4911  Northern Blvd., Queens, NY","yes","no","no","07/27/2020 11:20:00 AM","A",2020-01-02,"American","07/27/2020"
"Pause cafe",1003500020,"3","Clinton street","Manhattan",10002,40.721171,-73.983993,"3  Clinton street, Manhattan, NY","yes","yes","no","06/23/2020 12:32:00 PM","A",2019-07-09,"Italian","06/23/2020"
"Restaurant El Maguey",3007090003,"3917","4th Avenue","Brooklyn",11233,40.652476,-74.00631,"3917  4th Avenue , Brooklyn, NY","yes","yes","no","06/24/2020 02:24:00 PM","A",2020-01-23,"Mexican","06/24/2020"
"El Palo Bar & Restaurant Inc",4017690055,"3812","104 street","Queens",11368,40.751321,-73.862459,"3812 104 street, Queens, NY","yes","no","yes","06/23/2020 04:31:00 PM","A",2020-03-05,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","06/23/2020"
"Ayurveda Cafe",1012420031,"706","Amsterdam Ave.","Manhattan",10025,40.792922,-73.971202,"706  Amsterdam Ave., Manhattan, NY","yes","no","yes","06/21/2020 04:37:00 PM","A",2019-12-17,"Chinese","06/21/2020"
"Black Emperor Bar",1004680039,"197","2nd Ave","Manhattan",10003,40.731303,-73.985715,"197 2nd Ave, Manhattan, NY","yes","no","yes","06/25/2020 01:23:00 PM","N",2020-06-25,"Asian","06/25/2020"
"Eastwood",1002860040,"200","Clinton Street","Manhattan",10002,40.714211,-73.98714,"200 Clinton Street, Manhattan, NY","yes","yes","yes","06/19/2020 11:21:00 AM","A",2020-02-04,"Other","06/19/2020"
"Good Night Sonny",1004360060,"134","1st Avenue","Manhattan",10009,40.727677,-73.985218,"134 1st Avenue, Manhattan, NY","yes","no","yes","06/19/2020 11:57:00 AM","A",2020-03-13,"American","06/19/2020"
"Schmackary's",1010350001,"362","W 45th Street","Manhattan",10036,40.759862,-73.990081,"362 W 45th Street, Manhattan, NY","yes","no","no","06/22/2020 01:26:00 PM","A",2020-03-04,"French","06/22/2020"
"POLONICA RESTAURANT",3060170009,"8303","3rd ave","Brooklyn",11209,40.625576,-74.030185,"8303   3rd ave, Brooklyn, NY","yes","yes","yes","06/19/2020 05:59:00 PM","A",2019-10-09,"Polish","06/19/2020"
"Lips Cafe",3050880045,"1412","Nostrand Avenue","Brooklyn",11226,40.652062,-73.949719,"1412 Nostrand Avenue, Brooklyn, NY","yes","yes","no","07/08/2020 11:19:00 AM","N",2020-07-08,"Café/Coffee/Tea","07/08/2020"
"Dï¿½lice & Sarrasin",1005930042,"20","christopher street","Manhattan",10014,40.733919,-74.00066,"20 christopher street, Manhattan, NY","yes","no","no","06/22/2020 10:23:00 AM","A",2019-08-12,"French","06/22/2020"
"el viejo grand cafe corp",2022650005,"498","east 138st","Bronx",10454,40.807722,-73.919634,"498   east 138st , Bronx, NY","yes","yes","yes","06/27/2020 02:09:00 PM","B",2020-03-06,"Spanish","06/27/2020"
"sam's place",1008940063,"132","east 39th street","Manhattan",10016,40.749436,-73.977201,"132 east 39th street, Manhattan, NY","yes","yes","yes","06/24/2020 10:01:00 PM","A",2020-02-24,"Thai","06/24/2020"
"Golden Unicorn Gourmet Corp",1002810006,"18","East Broadway","Manhattan",10002,40.713523,-73.996717,"18 East Broadway, Manhattan, NY","yes","yes","no","07/22/2020 04:12:00 PM","A",2020-03-09,"Chinese","07/22/2020"
"TABLESIDE ITALIAN COOK SHOPPE",1004480034,"345","E 6th street","Manhattan",10003,40.726944,-73.98743,"345   E 6th street, Manhattan, NY","yes","yes","yes","06/23/2020 01:31:00 PM","B",2020-02-28,"Italian","06/23/2020"
"shinsen",1002020028,"44","bowery","Manhattan",10013,40.715666,-73.996436,"44 bowery, Manhattan, NY","yes","yes","yes","06/26/2020 08:52:00 PM","A",2019-07-10,"Japanese","06/26/2020"
"La Vela Dining & Bar",1010710001,"558","11th Ave","Manhattan",10036,40.761111,-73.99809,"558 11th Ave, Manhattan, NY","yes","no","yes","06/19/2020 07:08:00 PM","A",2020-02-13,"Café/Coffee/Tea","06/19/2020"
"Standings",1004630036,"43","East 7th St","Manhattan",10003,40.728124,-73.988444,"43 East 7th St, Manhattan, NY","no","yes","yes","06/24/2020 02:18:00 PM","A",2019-11-12,"American","06/24/2020"
"Loving Hut",3027840015,"76","Bushwick Avenue","Brooklyn",11211,40.712511,-73.940977,"76  Bushwick Avenue, Brooklyn, NY","yes","yes","no","08/11/2020 06:53:00 PM","A",2019-04-04,"Vegetarian","08/11/2020"
"Over Greens",3074600012,"1505","sheepshead bay rd","Brooklyn",11235,40.587331,-73.953969,"1505 sheepshead bay rd, Brooklyn, NY","yes","yes","no","07/09/2020 05:17:00 PM","A",2020-01-06,"American","07/09/2020"
"Mojo Restaurant",4032340173,"7020","Austin Street","Queens",11375,40.720697,-73.846274,"7020 Austin Street, Queens, NY","no","yes","yes","06/19/2020 02:08:00 PM","A",2019-11-19,"American","06/19/2020"
"Mezbani Sweets & Restaurant",3053530093,"473","McDonald Ave","Brooklyn",11218,40.64242,-73.979356,"473 McDonald Ave, Brooklyn, NY","yes","yes","no","07/01/2020 05:08:00 PM","B",2020-02-20,"Bangladeshi","07/01/2020"
"Chapati House NY",1019930083,"3153","Broadway","Manhattan",10027,40.814467,-73.959195,"3153  Broadway, Manhattan, NY","yes","no","no","06/27/2020 02:25:00 PM","A",2019-12-10,"Indian","06/27/2020"
"Bunch-O-Bagels",3014130007,"361","Troy Avenue","Brooklyn",11213,40.666048,-73.93693,"361 Troy Avenue, Brooklyn, NY","yes","yes","no","07/07/2020 11:23:00 AM","A",2019-07-29,"Jewish/Kosher","07/07/2020"
"Agora Taverna",4032380033,"7009","Austin Street","Queens",11375,40.720834,-73.846602,"7009 Austin Street , Queens, NY","yes","yes","yes","06/19/2020 04:44:00 PM","A",2019-12-04,"Greek","06/19/2020"
"BLACK BURGER",1007880001,"570","8TH AVE","Manhattan",10018,40.754798,-73.991554,"570 8TH AVE, Manhattan, NY","yes","no","no","06/25/2020 04:37:00 PM","N",2020-06-25,"Asian","06/25/2020"
"El Paso Cafe Corp",1016310056,"1642","Lexington Avenue","Manhattan",10029,40.790663,-73.947444,"1642 Lexington Avenue, Manhattan, NY","yes","no","no","07/16/2020 01:59:00 PM","B",2019-10-11,"Mexican","07/16/2020"
"Rizzos Pizza",4006800044,"30-13","Steinway st","Queens",11103,40.763282,-73.915478,"30-13  Steinway st, Queens, NY","yes","yes","no","07/04/2020 06:08:00 PM","A",2019-08-01,"Pizza","07/04/2020"
"Tar Pit",3028750044,"135","Woodpoint Rd","Brooklyn",11211,40.717507,-73.941398,"135 Woodpoint Rd, Brooklyn, NY","yes","yes","no","06/24/2020 08:34:00 AM","A",2019-07-17,"Café/Coffee/Tea","06/24/2020"
"Sushi katsuei",3009760044,"210","7 avenue","Brooklyn",11215,40.670653,-73.978454,"210  7 avenue, Brooklyn, NY","yes","no","yes","06/19/2020 06:08:00 PM","A",2020-01-23,"Japanese","06/19/2020"
"Buckleys Restaurant",3073080007,"2926","Avenue S","Brooklyn",11229,40.605049,-73.942915,"2926 Avenue S, Brooklyn, NY","yes","no","yes","06/20/2020 01:00:00 PM","A",2020-03-16,"American","06/20/2020"
"Joe Jr. Restaurant",1008970041,"167","3rd avenue","Manhattan",10003,40.734701,-73.98614,"167 3rd avenue, Manhattan, NY","yes","no","yes","06/25/2020 09:36:00 AM","A",2020-02-07,"American","06/25/2020"
"Full Moon Pizza",2030730044,"600","187st","Bronx",10458,40.855494,-73.887469,"600 187st, Bronx, NY","yes","no","yes","06/20/2020 07:33:00 AM","A",2020-01-23,"Ice Cream, Gelato, Yogurt, Ices","06/20/2020"
"El Torito  Mexican restaurant",2042880035,"2132","Cruger av","Bronx",10472,40.854177,-73.866693,"2132  Cruger av, Bronx, NY","yes","no","no","07/24/2020 02:36:00 PM","A",2020-02-10,"Bakery","07/24/2020"
"regina's grocery",1002990026,"27","orchard street","Manhattan",10002,40.715518,-73.991581,"27 orchard street, Manhattan, NY","yes","yes","no","06/20/2020 12:32:00 PM","A",2020-01-21,"Italian","06/20/2020"
"Tacos Y Mas",4155600030,"1831","Mott Ave","Queens",11691,40.603102,-73.750756,"1831 Mott Ave, Queens, NY","yes","no","no","08/07/2020 09:54:00 PM","B",2019-12-03,"Spanish","08/07/2020"
"Sip & Play",3010170004,"471","5th Ave","Brooklyn",11215,40.668184,-73.987117,"471 5th Ave, Brooklyn, NY","no","no","no","07/15/2020 10:39:00 PM","N",2020-07-15,"Café/Coffee/Tea","07/15/2020"
"El Coyote Restaurant",4012530001,"80-18","Northern Blvd","Queens",11372,40.755383,-73.886966,"80-18  Northern Blvd, Queens, NY","yes","yes","yes","06/19/2020 04:18:00 PM","A",2020-02-08,"Mexican","06/19/2020"
"HONEST INDIAN",4087700008,"258-03","HILLSIDE AVE","Queens",11104,40.736988,-73.709981,"258-03 HILLSIDE AVE, Queens, NY","yes","yes","no","06/23/2020 09:21:00 AM","B",2020-03-05,"Indian","06/23/2020"
"Zucker's Bagels Columbus",1011250062,"273","columbus ave","Manhattan",10023,40.777885,-73.978437,"273 columbus ave, Manhattan, NY","no","yes","no","07/20/2020 07:14:00 AM","A",2019-09-27,"Café/Coffee/Tea","07/20/2020"
"CAFE BILBOQUET",1013740046,"26","E 60 ST","Manhattan",10022,40.764069,-73.97063,"26 E 60 ST, Manhattan, NY","yes","yes","yes","06/22/2020 09:56:00 AM","A",2019-06-07,"French","06/22/2020"
"Fuel Grill & Juice Bar",1009080003,"379","3rd Avenue","Manhattan",10016,40.741537,-73.981163,"379 3rd Avenue, Manhattan, NY","yes","no","no","06/26/2020 04:29:00 PM","A",2019-04-08,"American","06/26/2020"
"Chosen Garden",4021710001,"64-43","108th St","Queens",11375,40.732077,-73.849149,"64-43 108th St, Queens, NY","yes","yes","yes","06/22/2020 12:14:00 PM","A",2019-03-20,"Jewish/Kosher","06/22/2020"
"2204 Elias Corp",3074220302,"2204","Avenue X","Brooklyn",11235,40.59298,-73.948024,"2204  Avenue X, Brooklyn, NY","yes","yes","yes","06/21/2020 09:35:00 PM","A",2019-03-16,"American","06/21/2020"
"El nuevo Salinas Restaurant",4017170001,"10202","Northern Blvd.","Queens",11368,40.757543,-73.866421,"10202 Northern Blvd., Queens, NY","yes","yes","yes","06/22/2020 07:55:00 PM","A",2020-03-11,"Juice, Smoothies, Fruit Salads","06/22/2020"
"HUB THAI",1004347501,"103-105","Avenue A","Manhattan",10009,40.725796,-73.983736,"103-105 Avenue A, Manhattan, NY","yes","yes","yes","06/20/2020 12:51:00 PM","A",2020-02-12,"Middle Eastern","06/20/2020"
"NAMUDOL",4043430090,"29-08","UNION STREET","Queens",11354,40.771748,-73.826585,"29-08  UNION STREET, Queens, NY","yes","no","no","06/22/2020 05:06:00 PM","A",2020-01-28,"Bakery","06/22/2020"
"El Nuevo Salinas Restaurant",4017170001,"10202","Northern Blvd.","Queens",11415,40.757543,-73.866421,"10202 Northern Blvd., Queens, NY","yes","yes","yes","06/22/2020 08:41:00 PM","A",2020-03-11,"Juice, Smoothies, Fruit Salads","06/22/2020"
"Perry Mallas",1001810013,"369","GREENWICH STREET","Manhattan",10013,40.719352,-74.010299,"369  GREENWICH STREET, Manhattan, NY","no","yes","yes","06/23/2020 10:57:00 AM","A",2019-12-19,"American","06/23/2020"
"The Owls Head",3059190046,"479","74th St","Brooklyn",11209,40.630516,-74.022679,"479  74th St , Brooklyn, NY","yes","no","yes","06/22/2020 10:52:00 AM","A",2020-03-12,"Other","06/22/2020"
"Rosierae's Inc",1010707501,"500","west 42nd street","Manhattan",10036,40.759668,-73.995593,"500 west 42nd street, Manhattan, NY","yes","yes","yes","06/19/2020 05:19:00 PM","B",2019-11-21,"Mediterranean","06/19/2020"
"Mekelburg's",3024280001,"319","Kent Avenue","Brooklyn",11238,40.713757,-73.9672,"319 Kent Avenue, Brooklyn, NY","yes","yes","yes","06/25/2020 04:41:00 PM","A",2018-11-27,"Italian","06/25/2020"
"663 MA Restaurant Inc",3051410152,"663","Coney Island Avenue","Brooklyn",11218,40.641073,-73.969293,"663 Coney Island Avenue, Brooklyn, NY","yes","no","no","06/23/2020 02:33:00 PM","N",2020-06-23,"Middle Eastern","06/23/2020"
"Terra",1001897501,"222","West Broadway","Manhattan",10013,40.71927,-74.006291,"222 West Broadway, Manhattan, NY","yes","yes","yes","06/20/2020 02:39:00 PM","A",2019-11-14,"Italian","06/20/2020"
"House of Yes",3031760034,"2","Wyckoff Avenue","Brooklyn",11237,40.706954,-73.923488,"2 Wyckoff Avenue , Brooklyn, NY","yes","yes","yes","06/19/2020 04:14:00 PM","A",2020-02-07,"Not Listed/Not Applicable","06/19/2020"
"Rangoli exquisite Indian cuisine",1014270028,"1393A","2 Ave","Manhattan",10021,40.769264,-73.958035,"1393A  2 Ave , Manhattan, NY","yes","no","yes","06/22/2020 07:12:00 PM","A",2019-09-11,"Pizza/Italian","06/22/2020"
"Shakespeare & Co.",1014030033,"939","Lexington Avenue","Manhattan",10065,40.768341,-73.963711,"939 Lexington Avenue, Manhattan, NY","yes","no","no","06/29/2020 09:12:00 AM","A",2019-09-12,"Café/Coffee/Tea","06/29/2020"
"THIP OSHA",3027840029,"795","GRAND ST","Brooklyn",11211,40.711889,-73.94146,"795 GRAND ST, Brooklyn, NY","yes","yes","no","06/21/2020 11:47:00 PM","A",2019-04-04,"Thai","06/21/2020"
"VICTOR'S CAFE",1010230051,"236","west 52nd st","Manhattan",10019,40.762968,-73.983853,"236 west 52nd st, Manhattan, NY","yes","yes","yes","06/20/2020 09:51:00 AM","A",2019-08-29,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","06/20/2020"
"CANEA BAKERY",3007570008,"4601","5TH AVENUE","Brooklyn",11220,40.647258,-74.008068,"4601 5TH AVENUE, Brooklyn, NY","yes","no","no","07/16/2020 01:46:00 PM","A",2020-01-30,"Spanish","07/16/2020"
"LITTLE MISS MUFFIN 'N' HER STUFFIN",3011660157,"768","WASHINGTON AVENUE","Brooklyn",11238,40.674887,-73.96321,"768 WASHINGTON AVENUE, Brooklyn, NY","yes","yes","no","07/13/2020 07:32:00 AM","A",2020-01-23,"Caribbean","07/13/2020"
"B.Cafe",1014290030,"240","E 75th Street","Manhattan",10021,40.771279,-73.958211,"240 E 75th Street, Manhattan, NY","yes","yes","yes","06/19/2020 07:32:00 PM","A",2019-05-16,"American","06/19/2020"
"Thai Diva Cuisine",4001530106,"4553","46th St","Queens",11377,40.742004,-73.918923,"4553 46th St, Queens, NY","yes","yes","no","07/07/2020 02:47:00 PM","A",2019-09-19,"Thai","07/07/2020"
"Grand Canyon Bistro",3001720024,"300","Schermerhorn St","Brooklyn",11217,40.687583,-73.98249,"300 Schermerhorn St , Brooklyn, NY","yes","no","yes","06/19/2020 03:19:00 PM","A",2019-11-27,"American","06/19/2020"
"china king 8882 inc",1009030001,"285","3rd avenue","Manhattan",10010,40.738321,-73.983505,"285 3rd avenue, Manhattan, NY","no","yes","no","07/02/2020 12:12:00 PM","A",2020-02-28,"American","07/02/2020"
"Bread & Honey",1010460036,"941","8th Avenue","Manhattan",10019,40.76579,-73.983564,"941 8th Avenue, Manhattan, NY","yes","no","yes","06/19/2020 11:16:00 AM","A",2019-07-26,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","06/19/2020"
"La fiesta restaurant",1021340180,"3789","Broadway","Manhattan",10032,40.834352,-73.944677,"3789  Broadway , Manhattan, NY","yes","no","yes","06/22/2020 12:07:00 PM","A",2020-02-13,"Mexican","06/22/2020"
