"Restaurant.Name","Business.Address","GRADE","Postcode","Latitude","Longitude","CUISINE.DESCRIPTION","categories","Approved.for.Sidewalk.Seating","Approved.for.Roadway.Seating","Qualify.Alcohol"
"Margot Patisserie","2109 Broadway, Manhattan, NY","A",10023,40.780408,-73.982076,"Bakery","Dessert","yes","no","yes"
"Casa Verde","3471 Richmond Road, Staten Island, NY","A",10306,40.572986,-74.136457,"Pizza/Italian","Fast_food","yes","no","yes"
"Jackdaw","213 Second avenue , Manhattan, NY","A",10003,40.731827,-73.985336,"Café/Coffee/Tea","Dessert","yes","yes","yes"
"Lois","98 Avenue C, Manhattan, NY","A",10009,40.72383,-73.979032,"American","Americas","yes","yes","yes"
"TAQUITOS MEXICAN RESTAURANT","6720  14th Avenue, Brooklyn, NY","A",11219,40.623308,-74.000735,"Mexican","Americas","yes","yes","yes"
"KOLIBA","31-11  23 AVENUE, Queens, NY","A",11105,40.774275,-73.912731,"Italian","European","yes","yes","yes"
"Bread & Tulips","365 Park Ave South, Manhattan, NY","A",10016,40.742218,-73.984872,"American","Americas","yes","yes","yes"
"Deniz Restaurant","662 Fulton str, Brooklyn, NY","A",11217,40.686753,-73.975539,"Mediterranean","European","yes","yes","yes"
"Misi","329  Kent Avenue, Brooklyn, NY","A",11249,40.713392,-73.967362,"Italian","European","yes","no","yes"
"BLUE","856 9th Avenue, Manhattan, NY","A",10019,40.767012,-73.986358,"Mediterranean","European","yes","no","yes"
"GST Village","1 7th Avenue South, Manhattan, NY","A",10014,40.729577,-74.005087,"American","Americas","yes","no","yes"
"Max","4702  30th avenue, Queens, NY","C",11103,40.761196,-73.909265,"German","European","yes","yes","yes"
"Chateau De Captain","2570 Coney Island Ave, Brooklyn, NY","A",11223,40.594176,-73.960885,"Seafood","Seafood","yes","yes","yes"
"Gold Room BK","429  Rogers Avenue, Brooklyn, NY","A",11225,40.662057,-73.953676,"Soul Food","Americas","yes","yes","yes"
"Los Muchachos Restaurant Corp","390  East 204 Street , Bronx, NY","A",10467,40.871326,-73.877036,"Mexican","Americas","yes","yes","yes"
"Ginoï¿½s Pizzeria","158-46  Cross Bay Blvd, Queens, NY","A",11414,40.660048,-73.840099,"Pizza/Italian","Fast_food","yes","no","yes"
"Kogane Ramen","76 Henry St, Brooklyn, NY","B",11201,40.698553,-73.992499,"Asian","Asian","yes","yes","yes"
"Egg Restaurant","109A North 3rd St, Brooklyn, NY","N",11249,40.716698,-73.96191,"Vietnamese/Cambodian/Malaysia","Asian","yes","yes","yes"
"Cozy Corner","60-01 70th Ave, Queens, NY","A",11385,40.701626,-73.898577,"American","Americas","yes","no","yes"
"Black Rabbit","91 Greenpoint ave., Brooklyn, NY","A",11222,40.730002,-73.956404,"American","Americas","no","yes","yes"
"American Cheez","444 7th Ave, Brooklyn, NY","A",11215,40.663155,-73.98471,"American","Americas","yes","yes","yes"
"Shishkhan Lounge Inc","25-81 Steinway Street, Queens, NY","A",11103,40.76752,-73.912029,"Café/Coffee/Tea","Dessert","yes","yes","yes"
"LA FUENTE STEAK HOUSE CORP.","1306 JEROME AVENUE, Bronx, NY","A",10456,40.838267,-73.919134,"Mexican","Americas","yes","no","yes"
"Havana NY","58 West 38th Street, Manhattan, NY","A",10018,40.75171,-73.984527,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","yes"
"Ocelotl Diner Corp.","2247 First Avenue , Manhattan, NY","A",10029,40.795614,-73.935706,"Mexican","Americas","yes","yes","yes"
"Zero Otto Nove","2357  Arthur Ave, Bronx, NY","A",10458,40.85454,-73.888446,"Italian","European","yes","yes","yes"
"Oh Craft! Beer","1739 Amsterdam Avenue, Manhattan, NY","A",10031,40.825996,-73.94704,"Chicken","Others","yes","no","yes"
"CONEJA JUICE BAR LLC","176  E 174TH STREET , Bronx, NY","A",10457,40.844803,-73.90897,"Bottled beverages, including water, sodas, juices, etc.","Dessert","yes","no","yes"
"Jack Jones","38-01 Ditmars Blvd, Queens, NY","A",11105,40.773296,-73.906674,"American","Americas","yes","yes","yes"
"Mi Casita Lounge","264  Soundview Avenue, Bronx, NY","A",10473,40.810893,-73.855657,"American","Americas","yes","no","yes"
"Taureau La Sirene","558 Broome St, Manhattan, NY","A",10013,40.724392,-74.005845,"French","European","yes","no","yes"
"High Lua Vietnamese Kitchen","182 South 2nd Street, Brooklyn, NY","B",11211,40.712605,-73.960289,"Vietnamese/Cambodian/Malaysia","Asian","yes","no","yes"
"Locanda Mariella","492 6th Ave, Brooklyn, NY","A",11215,40.666147,-73.985531,"Italian","European","no","yes","yes"
"John Doe Bar & Kitchen","253  5th Avenue, Manhattan, NY","A",10016,40.744843,-73.987167,"American","Americas","yes","yes","yes"
"Las Panteras Negras Restaurant","2130  Second Avenue, Manhattan, NY","A",10029,40.792839,-73.940808,"Mexican","Americas","yes","no","yes"
"Sushi Ryusei","216 E 39th st, Manhattan, NY","A",10016,40.748606,-73.975227,"Japanese","Asian","yes","yes","yes"
"Cobblestones Pub","117-18 Queens Blvd., Queens, NY","A",11375,40.71532,-73.83251,"American","Americas","yes","yes","yes"
"Wolfnights","99 Rivington Street, Manhattan, NY","A",10002,40.720104,-73.98847,"Asian","Asian","yes","no","yes"
"Convivium Osteria","68 5th ave, Brooklyn, NY","A",11217,40.681001,-73.977365,"Italian","European","yes","yes","yes"
"Blackwellï¿½s pub and restaurant","150 East 47th, Manhattan, NY","A",10017,40.754345,-73.973106,"Salads","Vegetarian","yes","yes","yes"
"Shabu Tatsu","216 E 10th Street, Manhattan, NY","A",10003,40.729293,-73.985691,"Japanese","Asian","yes","no","yes"
"Boutique Bistro Bar","3301 Ditmars Blvd, Queens, NY","N",11105,40.775299,-73.909502,"American","Americas","yes","yes","yes"
"Clinton Hall","90 Washington Street, Manhattan, NY","A",10006,40.708082,-74.014446,"American","Americas","no","yes","yes"
"Marisco Centro","1490 Saint Nicholas Ave, Manhattan, NY","A",10033,40.851461,-73.932153,"Spanish","European","yes","yes","yes"
"Jing Fong Restaurant","20 Elizabeth Street, Manhattan, NY","A",10013,40.715996,-73.997313,"Chinese","Asian","yes","yes","yes"
"Rockaway pub inc","114-46  Rockaway Blvd , Queens, NY","A",11420,40.676786,-73.823233,"American","Americas","yes","no","yes"
"Dim Sum Bar","167 Grand Street, Brooklyn, NY","A",11249,40.714639,-73.961601,"Chinese","Asian","yes","no","yes"
"krok","117 columbia st, Brooklyn, NY","A",11231,40.687448,-74.001525,"Thai","Asian","yes","no","yes"
"The Burgary & Garfunkels","67 Clinton Street, Manhattan, NY","A",10002,40.719379,-73.984931,"American","Americas","yes","yes","yes"
"D'Antigua NY Corp.","8416 Northern Boulevard, Queens, NY","A",11372,40.755774,-73.883262,"Chinese","Asian","yes","yes","yes"
"Lovers Rock","419 Tompkins Ave, Brooklyn, NY","A",11216,40.683075,-73.943847,"American","Americas","yes","yes","yes"
"Quality Eats","1496 Second Avenue, Manhattan, NY","A",10075,40.772557,-73.955614,"American","Americas","no","yes","yes"
"forgtmenot","138  division street, Manhattan, NY","A",10002,40.714469,-73.991577,"American","Americas","yes","yes","yes"
"Blarney Stone Bar and Restaurant","410  8th ave, Manhattan, NY","A",10001,40.749979,-73.995063,"American","Americas","yes","yes","yes"
"AWADH","2588 broadway, Manhattan, NY","B",10025,40.795658,-73.971035,"Indian","Asian","yes","no","yes"
"La Grenouille","3 East 52nd Street, Manhattan, NY","A",10022,40.759665,-73.975978,"French","European","yes","yes","yes"
"Las Camelias Bar & Restairant Corp.","1802 Westchester Avenue, Bronx, NY","A",10472,40.831927,-73.866148,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","yes"
"Jeffrey's Grocery","172  Waverly Place, Manhattan, NY","A",10014,40.733936,-74.001245,"Seafood","Seafood","yes","no","yes"
"Ghenet Brooklyn","348  Douglass St., Brooklyn, NY","A",11217,40.679118,-73.981274,"Ethiopian","African","yes","yes","yes"
"Benson's NYC","181 Essex Street, Manhattan, NY","A",10002,40.721907,-73.986475,"Indian","Asian","yes","no","yes"
"BURGER & BARREL","25 W HOUSTON ST, Manhattan, NY","A",10012,40.725932,-73.997904,"American","Americas","yes","no","yes"
"Luliano's","7902  3 avenue, Brooklyn, NY","A",11209,40.628448,-74.029033,"Italian","European","yes","yes","yes"
"Darkhorse","17 Murray street, Manhattan, NY","A",10007,40.713451,-74.008062,"American","Americas","yes","yes","yes"
"La Puntilla Bar & Restaurant Inc","91-17 37 Avenue, Queens, NY","A",11372,40.750661,-73.875699,"Chinese","Asian","yes","yes","yes"
"Brooklyn Pizza Masters","1055 1st Avenue, Manhattan, NY","A",10022,40.758695,-73.962655,"Café/Coffee/Tea","Dessert","yes","no","yes"
"Maison Yaki","626 Vanderbilt Ave, Brooklyn, NY","A",11238,40.677439,-73.968952,"French","European","yes","yes","yes"
"BAR PITTI","268 6TH AVE, Manhattan, NY","A",10014,40.72933,-74.002356,"Italian","European","yes","yes","yes"
"Mini Picanteria El Guayaquileno","9454  Corona avenue, Queens, NY","A",11373,40.742294,-73.869486,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","no","yes"
"August Gatherings Corp.","266 Canal Street, Manhattan, NY","A",10013,40.718793,-74.001053,"Chinese","Asian","yes","no","yes"
"Philippe by Philippe Chow","355 West 16th Street, Manhattan, NY","A",10011,40.741733,-74.003082,"Chinese","Asian","no","yes","yes"
"El Gauchito 2","15815 Horace Harding Expressway, Queens, NY","A",11365,40.738851,-73.81011,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","no","yes"
"ZIA MARIA","318 W 23RD ST, Manhattan, NY","B",10011,40.74562,-73.999285,"Pizza/Italian","Fast_food","yes","yes","yes"
"cafe-flor","218 8th Avenue, Manhattan, NY","A",10011,40.744143,-73.999303,"Ice Cream, Gelato, Yogurt, Ices","Dessert","no","yes","yes"
"ALEGRITO ESPRESSO BAR","2216 65 STREET, Brooklyn, NY","A",11204,40.613614,-73.981076,"Café/Coffee/Tea","Dessert","yes","no","yes"
"The Broadway","1272 Broadway, Brooklyn, NY","A",11221,40.691041,-73.924783,"Tex-Mex","Americas","yes","no","yes"
"Ciccio","190 6th Avenue, Manhattan, NY","A",10013,40.726415,-74.003651,"Ice Cream, Gelato, Yogurt, Ices","Dessert","yes","no","yes"
"Vanka Cafe","3810 Nostrand Ave., Brooklyn, NY","N",11235,40.590824,-73.940047,"Tex-Mex","Americas","yes","yes","yes"
"Fourth Avenue Pub","76 4th Avenue, Brooklyn, NY","A",11217,40.682253,-73.979784,"American","Americas","yes","yes","yes"
"Mary's Fish Camp","246 W 4th Street, Manhattan, NY","A",10014,40.734734,-74.003118,"Mexican","Americas","no","yes","yes"
"Fushimi","9316 4th Avenue, Brooklyn, NY","A",11209,40.617353,-74.030588,"Japanese","Asian","yes","no","yes"
"Irvington Bar & Restaurant","201  Park Ave South , Manhattan, NY","B",10003,40.736644,-73.988944,"American","Americas","yes","no","yes"
"GYRO WORLD","6657 FRESH POND RD, Queens, NY","A",11385,40.707249,-73.897295,"Café/Coffee/Tea","Dessert","yes","yes","yes"
"Flor De Mayo","484 Amsterdam Ave, Manhattan, NY","A",10024,40.785943,-73.9763,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","yes"
"CACIO VINO","80 2ND AVE, Manhattan, NY","Z",10003,40.726508,-73.989176,"Italian","European","yes","yes","yes"
"Pollos a la Brasa Mario","83-02  37 Avenue, Queens, NY","A",11372,40.749854,-73.883226,"Japanese","Asian","yes","yes","yes"
"Hart Bar","538 Hart St., Brooklyn, NY","A",11211,40.696539,-73.929869,"American","Americas","yes","yes","yes"
"pino wine bar","156 east 33rd street, Manhattan, NY","Z",10016,40.745495,-73.979664,"Juice, Smoothies, Fruit Salads","Dessert","yes","yes","yes"
"Ramen-Ya","181 West 4th street , Manhattan, NY","B",10014,40.732511,-74.001819,"Japanese","Asian","yes","yes","yes"
"E.A.K. Ramen","469 Avenue of Americas, Manhattan, NY","Z",10011,40.735591,-73.998142,"Japanese","Asian","yes","no","yes"
"The crisis bar","913 Broadway , Brooklyn, NY","A",11206,40.697654,-73.936435,"American","Americas","yes","no","yes"
"Zoï¿½ Restaurante & bar lounge","1559  Saint Nicholas ave, Manhattan, NY","A",10040,40.853599,-73.930614,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","yes"
"Zoï¿½ Restaurante & bar lounge","1559  Saint Nicholas ave, Manhattan, NY","B",10040,40.853599,-73.930614,"Mexican","Americas","yes","yes","yes"
"BIN 141","43  Avenue A, Manhattan, NY","A",10009,40.723746,-73.985226,"American","Americas","yes","no","yes"
"Harvest Kitchen","269  Columbus Ave, Manhattan, NY","A",10023,40.777778,-73.978517,"Café/Coffee/Tea","Dessert","yes","yes","yes"
"moonstruck","449  3rd avenue, Manhattan, NY","A",10016,40.743727,-73.979567,"American","Americas","no","yes","yes"
"Liman Restaurant","2710 Emmons Avenue, Brooklyn, NY","A",11235,40.583798,-73.941306,"Mediterranean","European","yes","no","yes"
"El Capri Restaurant","1342  St.Nicholas Ave, Manhattan, NY","A",10033,40.846866,-73.935508,"Spanish","European","yes","no","yes"
"Bleecker Street Bar","58 Bleecker Street, Manhattan, NY","A",10012,40.726099,-73.995007,"American","Americas","yes","no","yes"
"Ollie","64 Downing st, Manhattan, NY","A",10014,40.728935,-74.004907,"Continental","Oceanian","yes","yes","yes"
"Italianissimo","307 E 84th Street, Manhattan, NY","A",10028,40.776379,-73.952243,"Italian","European","no","yes","yes"
"Bartolino's Ristorante","34-15 Broadway , Queens, NY","A",11106,40.760764,-73.922791,"Italian","European","yes","no","yes"
"Little Dokebi","85 Driggs, Brooklyn, NY","A",11222,40.723244,-73.942461,"Korean","Asian","yes","yes","yes"
"Fine Time","84 Central Avenue, Brooklyn, NY","A",11206,40.700818,-73.929987,"American","Americas","yes","yes","yes"
"Sweet Science","135  Graham Ave, Brooklyn, NY","A",11206,40.706427,-73.943067,"American","Americas","yes","yes","yes"
"Cantina Cumbancha","232 N 12th Street, Brooklyn, NY","B",11211,40.719436,-73.952868,"Mexican","Americas","yes","yes","yes"
"Don Antonio","309 West 50th, Manhattan, NY","A",10019,40.762519,-73.986626,"Italian","European","no","yes","yes"
"Beatstro","135 Alexander Ave , Bronx, NY","A",10454,40.807307,-73.927162,"American","Americas","yes","yes","yes"
"Namaste Nepal Restaurant & Bar Inc.","43-17 Queens Blvd, Queens, NY","A",11104,40.743463,-73.921234,"American","Americas","yes","no","yes"
"Taquerilla Restaurante Mi Barrio 2","887 5th avenue, Brooklyn, NY","A",11232,40.65145,-74.003705,"Spanish","European","yes","no","yes"
"Bill's Bar & Burger","85 West Street, Manhattan, NY","A",10006,40.709676,-74.014929,"American","Americas","yes","yes","yes"
"Mama Pio","5305 65th place , Queens, NY","A",11378,40.730818,-73.900156,"Delicatessen","Others","yes","yes","yes"
"Wolfgang's Steakhouse","409  Greenwich Street, Manhattan, NY","A",10013,40.721213,-74.009961,"Steak","Steak","yes","yes","yes"
"Molly's","287 Third Avenue, Manhattan, NY","A",10010,40.738381,-73.983466,"Irish","European","yes","yes","yes"
"Alta Calidad","552  Vanderbilt Avenue, Brooklyn, NY","A",11238,40.680076,-73.968006,"Mexican","Americas","no","yes","yes"
"FINO","39-13 Bell Blvd., Queens, NY","A",11361,40.765076,-73.771752,"Mediterranean","European","yes","yes","yes"
"Gorin Ramen","351 E 14th St, Manhattan, NY","A",10003,40.731502,-73.982901,"Hotdogs","Fast_food","yes","no","yes"
"Freddy's Bar","627 5th Ave, Brooklyn, NY","B",11215,40.663354,-73.991324,"American","Americas","yes","no","yes"
"Michaelangelo's Brick Oven Restaurant","2477 Arthur Ave, Bronx, NY","A",10458,40.857173,-73.886197,"Pizza/Italian","Fast_food","yes","yes","yes"
"Sunswick 35/35","35-10  35th Street, Queens, NY","A",11106,40.756292,-73.925587,"Mexican","Americas","yes","yes","yes"
"Barzola restaurant","9520  Astoria Blvd, Queens, NY","A",11369,40.762763,-73.873922,"Spanish","European","yes","no","yes"
"Amaru Bar","8413 Northern Blvd, Queens, NY","A",11372,40.755785,-73.883291,"Peruvian","Americas","yes","no","yes"
"new wonjo","23 w 32 st, Manhattan, NY","A",10001,40.747516,-73.986333,"Other","Others","yes","yes","yes"
"Franks Wine Bar","465 Court Street, Brooklyn, NY","A",11231,40.677237,-73.998356,"American","Americas","yes","yes","yes"
"Las Margaritas Astoria","3801  Broadway, Queens, NY","A",11103,40.759299,-73.919674,"Mexican","Americas","no","yes","yes"
"Tropical Fantasy Bar and Lounge","172-32  Jamaica avenue, Queens, NY","A",11433,40.707746,-73.787321,"Caribbean","Americas","yes","no","yes"
"COOPERS CRAFT & KITCHEN","87 2 AVENUE, Manhattan, NY","A",10003,40.726876,-73.988927,"American","Americas","yes","no","yes"
"Toloache Restaurant","205 Thompson Street, Manhattan, NY","A",10012,40.728677,-73.999477,"Australian","Oceanian","yes","yes","yes"
"ANGRY BURGER CORP","4460 BROADWAY, Manhattan, NY","A",10040,40.85688,-73.932534,"Juice, Smoothies, Fruit Salads","Dessert","yes","no","yes"
"BASURERO NY","32-17  STEINWAY ST, Queens, NY","A",11103,40.758506,-73.919365,"Spanish","European","yes","yes","yes"
"Benjamin Steakhouse Prime","23 E 40th Street, Manhattan, NY","A",10016,40.751434,-73.97999,"Steak","Steak","yes","yes","yes"
"Lena","137 eldridge, Manhattan, NY","A",10002,40.719045,-73.991519,"American","Americas","yes","yes","yes"
"Pancho Villa Restaurant Inc","2274  Jerome Av, Bronx, NY","A",10453,40.858512,-73.903804,"American","Americas","yes","no","yes"
"THE SPOTTED OWL","211  AVE A, Manhattan, NY","A",10009,40.729828,-73.980794,"American","Americas","yes","yes","yes"
"Bar None","98 Third Ave, Manhattan, NY","B",10003,40.732343,-73.987887,"American","Americas","yes","yes","yes"
"Diller","357 Grand Street, Manhattan, NY","A",10002,40.716662,-73.989041,"Italian","European","yes","yes","yes"
"Casa Mono","52 Irving place, Manhattan, NY","A",10003,40.735963,-73.987316,"Tapas","European","yes","yes","yes"
"Topaz Thai Restaurant","127 West 56th Street, Manhattan, NY","A",10019,40.764129,-73.978799,"Thai","Asian","yes","yes","yes"
"Third Avenue Ale House","1644 3rd Avenue, Manhattan, NY","A",10128,40.782732,-73.95114,"American","Americas","yes","no","yes"
"Elis Wine Bar","1012 Amsterdam Avenue , Manhattan, NY","A",10025,40.80279,-73.96401,"Mediterranean","European","yes","no","yes"
"IL POSTO ACCANTO","190  EAST  2ND STREET, Manhattan, NY","N",10009,40.722365,-73.984231,"Mediterranean","European","yes","yes","yes"
"inaka asian cuisine","597 vanderbilt ave, Brooklyn, NY","A",11238,40.679664,-73.968129,"Japanese","Asian","yes","no","yes"
"Sushi Tsushima","210 East 44th Street, Manhattan, NY","A",10017,40.751847,-73.973014,"Japanese","Asian","yes","yes","yes"
"Fraunces Tavern Restaurant","54 Pearl Street, Manhattan, NY","A",10004,40.703496,-74.011375,"American","Americas","yes","yes","yes"
"The Factory 380","380 3rd Ave , Manhattan, NY","A",10016,40.741592,-73.981148,"American","Americas","no","yes","yes"
"Kaï¿½a bar and restaurant","324 Spring street, Manhattan, NY","A",10013,40.726,-74.009301,"Tapas","European","yes","yes","yes"
"hudson bagel","691 9 ave , Manhattan, NY","A",10036,40.761926,-73.990098,"Delicatessen","Others","yes","no","no"
"THE CABIN NYC","205 EAST 4TH ST, Manhattan, NY","A",10009,40.723908,-73.983978,"American","Americas","yes","yes","yes"
"Mr Panchos cafï¿½","8609 Roosevelt Avenue , Queens, NY","A",11372,40.748053,-73.880021,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","yes"
"PUERTO PLATA RESTAURANT CORP","3123 FULTON STREET, Brooklyn, NY","A",11208,40.68152,-73.880079,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","yes"
"Olea","171  Lafayette Avenue, Brooklyn, NY","A",11238,40.687672,-73.970552,"Mediterranean","European","yes","yes","yes"
"THE DOLAR SHOP","133-53 37AVE, Queens, NY","A",11354,40.760911,-73.832872,"Chinese","Asian","no","yes","no"
"Newtown","55 Waterbury St., Brooklyn, NY","B",11206,40.709166,-73.937073,"Middle Eastern","Asian","yes","yes","yes"
"Fulton Burger","17 Old Fulton St, Brooklyn, NY","Z",11201,40.702601,-73.993663,"Mediterranean","European","yes","yes","yes"
"Holy Schnitzel","7222 Main Street, Queens, NY","A",11367,40.726085,-73.821537,"Jewish/Kosher","European","yes","yes","no"
"48-17 V B Rest Corp","48-17 Vernon Blvd, Queens, NY","A",11101,40.743928,-73.953688,"American","Americas","yes","yes","yes"
"Denny's","805  Pennsylvania Ave., Brooklyn, NY","C",11207,40.6579,-73.890098,"American","Americas","yes","no","no"
"Kind Regards","152  Ludlow, Manhattan, NY","A",10002,40.720826,-73.987965,"American","Americas","yes","yes","yes"
"Casa Verde","3471 Richmond Road, Staten Island, NY","A",10306,40.572986,-74.136457,"Pizza/Italian","Fast_food","yes","no","yes"
"Paris Oven Inc","38-12  30th Avenue, Queens, NY","A",11103,40.764201,-73.915672,"Bakery","Dessert","yes","yes","no"
"Three Decker Foods Inc","695  Manhattan Avenue, Brooklyn, NY","A",11222,40.7252,-73.951616,"American","Americas","yes","no","no"
"dim sum palace","33 w 33rd street, Manhattan, NY","A",10001,40.748595,-73.986993,"Café/Coffee/Tea","Dessert","yes","yes","yes"
"AL AQSA RESTAURANT","2109 STARLING AVENUE, Bronx, NY","A",10462,40.836094,-73.8548,"Bangladeshi","Asian","yes","yes","no"
"The Lavish Venue","114-69 Farmers Blvd, Queens, NY","A",11412,40.696344,-73.76167,"American","Americas","yes","no","yes"
"The Milk Bar at Camp","110 5th Avenue, Manhattan, NY","A",10011,40.737424,-73.992599,"American","Americas","yes","yes","no"
"Baby Skips","1158 Myrtle Avenue, Brooklyn, NY","A",11221,40.697145,-73.933691,"Café/Coffee/Tea","Dessert","yes","no","no"
"CLGM INC","1481 YORK AVE, Manhattan, NY","A",10075,40.771029,-73.950712,"Greek","European","yes","yes","yes"
"Mooncake Foods","112 6th Ave, Manhattan, NY","B",10013,40.723747,-74.004661,"Asian","Asian","yes","no","yes"
"Cafe by Shiki","40 Wooster St., Manhattan, NY","A",10013,40.722237,-74.002753,"Café/Coffee/Tea","Dessert","yes","no","no"
"BAR BOLINAS INC","455 MYRTLE AVE, Brooklyn, NY","A",11205,40.693306,-73.967253,"Californian","Americas","yes","no","yes"
"Jook Sing","135B North 5th Street, Brooklyn, NY","A",11249,40.716947,-73.959248,"American","Americas","yes","yes","no"
"Andreaï¿½s Chicken","318 Grand St, Brooklyn, NY","A",11211,40.712675,-73.956613,"Italian","European","yes","yes","yes"
"Insa","328 Douglass St., Brooklyn, NY","A",11217,40.679635,-73.982604,"Korean","Asian","yes","yes","yes"
"Ricardo Steak House","2145  2nd Avenue, Manhattan, NY","A",10029,40.793396,-73.940425,"Steak","Steak","yes","yes","yes"
"Abraï¿½o","81 E 7th St, Manhattan, NY","A",10003,40.727265,-73.986409,"Café/Coffee/Tea","Dessert","no","yes","yes"
"Arthur Avenue Italian Deli INC Mike's Deli","2331 Hughes Ave , Bronx, NY","A",10458,40.854001,-73.887887,"Italian","European","yes","yes","yes"
"Bareburger LIC","48-19 Vernon Boulevard, Queens, NY","A",11101,40.743917,-73.953691,"Hamburgers","Fast_food","yes","yes","yes"
"Cafe Renaissance","802 Kings Highway, Brooklyn, NY","A",11223,40.606518,-73.964465,"Jewish/Kosher","European","yes","no","yes"
"Pastis","52-56  Gansevoort Street, Manhattan, NY","A",10014,40.739389,-74.006928,"French","European","yes","yes","yes"
"Burger chimi tropical","940 Southern Blvd, Bronx, NY","A",10459,40.821096,-73.891617,"Chicken","Others","yes","yes","no"
"Uva","1486  Second Avenue, Manhattan, NY","A",10075,40.772334,-73.955773,"Italian","European","yes","no","yes"
"GREEN 84 LLC","1619 2ND AVE, Manhattan, NY","A",10028,40.776662,-73.952643,"American","Americas","yes","yes","yes"
"Hungry Bird","980 Morris Avenue, Bronx, NY","B",10456,40.828434,-73.91687,"Indian","Asian","yes","yes","no"
"CAFE RODEO INC","5714  5th Avenue, Brooklyn, NY","A",11220,40.641052,-74.01455,"Mexican","Americas","yes","yes","no"
"The Grisly Pear","107 MacDougal Street, Manhattan, NY","A",10012,40.729714,-74.000743,"Bottled beverages, including water, sodas, juices, etc.","Dessert","yes","yes","yes"
"Finnerty's","221 Second Ave, Manhattan, NY","A",10003,40.732068,-73.985163,"American","Americas","yes","no","yes"
"Irving Farm","135 East 50th Street, Manhattan, NY","A",10022,40.756329,-73.97194,"American","Americas","yes","yes","no"
"Bello Deli Food Corp","5009 Broadway, Manhattan, NY","A",10034,40.869158,-73.917072,"Irish","European","yes","yes","yes"
"St. Anselm","355 Metropolitan Avenue, Brooklyn, NY","A",11211,40.714129,-73.956111,"American","Americas","yes","yes","yes"
"REGO PARK COFFEE SHOP INC","9414  63RD DR, Queens, NY","A",11374,40.728815,-73.863148,"American","Americas","yes","no","no"
"Champignon","200-202  7th Ave, Manhattan, NY","Z",10011,40.743185,-73.996319,"Mediterranean","European","yes","yes","yes"
"Broadway Restaurant","2664  broadway, Manhattan, NY","A",10025,40.79804,-73.9693,"American","Americas","yes","no","no"
"The House of Brews","363 West 46th Street, Manhattan, NY","A",10036,40.76051,-73.9896,"American","Americas","yes","yes","yes"
"Calabrije's Margaritas and Tacos","234 Starr Street, Brooklyn, NY","A",11237,40.705521,-73.922715,"Mexican","Americas","yes","yes","yes"
"Tiny's & The Bar Upstairs","135  West Broadway , Manhattan, NY","A",10013,40.716759,-74.008232,"American","Americas","no","yes","yes"
"Time Square Diner","807 8th avenue, Manhattan, NY","A",10019,40.761451,-73.986727,"American","Americas","yes","yes","yes"
"LAND THAI KITCHEN","450  AMSTERDAM AVE, Manhattan, NY","A",10024,40.784859,-73.977092,"Irish","European","yes","no","yes"
"Grimaldi's","656 6th Ave, Manhattan, NY","A",10010,40.741064,-73.994121,"Asian","Asian","yes","no","no"
"Noodle Village","13 Mott st., Manhattan, NY","A",10013,40.714127,-73.998748,"Chinese","Asian","yes","yes","no"
"Leo","318 Grand Street, Brooklyn, NY","A",11211,40.712675,-73.956613,"Italian","European","yes","yes","yes"
"LA HUECA GUAYACA CORP","8809 JAMAICA AVENUE, Queens, NY","N",11421,40.692696,-73.856172,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","yes"
"Sushi & Co","67 nassau street, Manhattan, NY","A",10038,40.709405,-74.008552,"Asian","Asian","yes","yes","no"
"La Hueca","9321 37th ave , Queens, NY","A",11372,40.750859,-73.873815,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","no"
"Da Capo","322 Columbus ave, Manhattan, NY","A",10023,40.779513,-73.97727,"Italian","European","yes","yes","yes"
"BLUE BAY DINER","58-50 FRANCIS LEWIS BOULEVARD, Queens, NY","A",11364,40.744176,-73.776147,"American","Americas","yes","no","yes"
"La Bonanza Bakery","9314 Liberty ave , Queens, NY","A",11417,40.680202,-73.845636,"Bakery","Dessert","yes","yes","no"
"Zoe Shack","211-47 Jamaica ave, Queens, NY","N",11428,40.71547,-73.747915,"Caribbean","Americas","yes","no","no"
"212 Steakhouse Inc","316  East 53rd Street, Manhattan, NY","A",10022,40.75649,-73.966533,"Steak","Steak","yes","yes","yes"
"Norma gastronomia Siciliana","438  3RD AVE, Manhattan, NY","A",10016,40.743466,-73.979783,"Italian","European","yes","yes","yes"
"Cafe to go","2858 32nd st, Queens, NY","A",11102,40.766812,-73.920358,"Donuts","Dessert","yes","yes","no"
